,description,file,id,len,name,label
844,"NZ_MSJL01000091.1 Streptococcus acidominimus strain CCUG 27296 91, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_001921825.1_ASM192182v1_genomic.fna,NZ_MSJL01000091.1,2632,NZ_MSJL01000091.1,Streptococcus acidominimus
845,"NZ_MSJL01000092.1 Streptococcus acidominimus strain CCUG 27296 92, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_001921825.1_ASM192182v1_genomic.fna,NZ_MSJL01000092.1,2535,NZ_MSJL01000092.1,Streptococcus acidominimus
846,"NZ_MSJL01000093.1 Streptococcus acidominimus strain CCUG 27296 93, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_001921825.1_ASM192182v1_genomic.fna,NZ_MSJL01000093.1,2275,NZ_MSJL01000093.1,Streptococcus acidominimus
847,"NZ_MSJL01000094.1 Streptococcus acidominimus strain CCUG 27296 94, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_001921825.1_ASM192182v1_genomic.fna,NZ_MSJL01000094.1,2196,NZ_MSJL01000094.1,Streptococcus acidominimus
848,"NZ_MSJL01000095.1 Streptococcus acidominimus strain CCUG 27296 95, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_001921825.1_ASM192182v1_genomic.fna,NZ_MSJL01000095.1,2190,NZ_MSJL01000095.1,Streptococcus acidominimus
849,"NZ_MSJL01000096.1 Streptococcus acidominimus strain CCUG 27296 96, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_001921825.1_ASM192182v1_genomic.fna,NZ_MSJL01000096.1,2158,NZ_MSJL01000096.1,Streptococcus acidominimus
850,"NZ_MSJL01000097.1 Streptococcus acidominimus strain CCUG 27296 97, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_001921825.1_ASM192182v1_genomic.fna,NZ_MSJL01000097.1,1940,NZ_MSJL01000097.1,Streptococcus acidominimus
851,"NZ_MSJL01000098.1 Streptococcus acidominimus strain CCUG 27296 98, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_001921825.1_ASM192182v1_genomic.fna,NZ_MSJL01000098.1,1870,NZ_MSJL01000098.1,Streptococcus acidominimus
852,"NZ_MSJL01000099.1 Streptococcus acidominimus strain CCUG 27296 99, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_001921825.1_ASM192182v1_genomic.fna,NZ_MSJL01000099.1,1791,NZ_MSJL01000099.1,Streptococcus acidominimus
853,"NZ_CP010523.2 Klebsiella variicola strain DSM 15968, complete genome",/data/genomes/GenSeq_fastas/valid/GCF_000828055.2_ASM82805v2_genomic.fna,NZ_CP010523.2,5521203,NZ_CP010523.2,Klebsiella variicola
854,"NC_007795.1 Staphylococcus aureus subsp. aureus NCTC 8325 chromosome, complete genome",/data/genomes/GenSeq_fastas/valid/GCF_000013425.1_ASM1342v1_genomic.fna,NC_007795.1,2821361,NC_007795.1,Staphylococcus aureus
855,"NZ_JNNU01000001.1 Rhizobium vignae strain CCBAU 05176 contig1, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000001.1,317,NZ_JNNU01000001.1,Rhizobium vignae
856,"NZ_JNNU01000002.1 Rhizobium vignae strain CCBAU 05176 contig2, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000002.1,950880,NZ_JNNU01000002.1,Rhizobium vignae
857,"NZ_JNNU01000003.1 Rhizobium vignae strain CCBAU 05176 contig3, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000003.1,480562,NZ_JNNU01000003.1,Rhizobium vignae
858,"NZ_JNNU01000004.1 Rhizobium vignae strain CCBAU 05176 contig5, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000004.1,443865,NZ_JNNU01000004.1,Rhizobium vignae
859,"NZ_JNNU01000005.1 Rhizobium vignae strain CCBAU 05176 contig6, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000005.1,427151,NZ_JNNU01000005.1,Rhizobium vignae
860,"NZ_JNNU01000006.1 Rhizobium vignae strain CCBAU 05176 contig7, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000006.1,404477,NZ_JNNU01000006.1,Rhizobium vignae
861,"NZ_JNNU01000007.1 Rhizobium vignae strain CCBAU 05176 contig8, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000007.1,347726,NZ_JNNU01000007.1,Rhizobium vignae
862,"NZ_JNNU01000008.1 Rhizobium vignae strain CCBAU 05176 contig9, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000008.1,328448,NZ_JNNU01000008.1,Rhizobium vignae
863,"NZ_JNNU01000009.1 Rhizobium vignae strain CCBAU 05176 contig10, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000009.1,256467,NZ_JNNU01000009.1,Rhizobium vignae
864,"NZ_JNNU01000010.1 Rhizobium vignae strain CCBAU 05176 contig11, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000010.1,256414,NZ_JNNU01000010.1,Rhizobium vignae
865,"NZ_JNNU01000011.1 Rhizobium vignae strain CCBAU 05176 contig12, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000011.1,245929,NZ_JNNU01000011.1,Rhizobium vignae
866,"NZ_JNNU01000012.1 Rhizobium vignae strain CCBAU 05176 contig14, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000012.1,228856,NZ_JNNU01000012.1,Rhizobium vignae
867,"NZ_JNNU01000013.1 Rhizobium vignae strain CCBAU 05176 contig15, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000013.1,188422,NZ_JNNU01000013.1,Rhizobium vignae
868,"NZ_JNNU01000014.1 Rhizobium vignae strain CCBAU 05176 contig16, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000014.1,161444,NZ_JNNU01000014.1,Rhizobium vignae
869,"NZ_JNNU01000015.1 Rhizobium vignae strain CCBAU 05176 contig17, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000015.1,153275,NZ_JNNU01000015.1,Rhizobium vignae
870,"NZ_JNNU01000016.1 Rhizobium vignae strain CCBAU 05176 contig18, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000016.1,151847,NZ_JNNU01000016.1,Rhizobium vignae
871,"NZ_JNNU01000017.1 Rhizobium vignae strain CCBAU 05176 contig19, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000017.1,127877,NZ_JNNU01000017.1,Rhizobium vignae
872,"NZ_JNNU01000018.1 Rhizobium vignae strain CCBAU 05176 contig20, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000018.1,115443,NZ_JNNU01000018.1,Rhizobium vignae
873,"NZ_JNNU01000019.1 Rhizobium vignae strain CCBAU 05176 contig21, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000019.1,50910,NZ_JNNU01000019.1,Rhizobium vignae
874,"NZ_JNNU01000020.1 Rhizobium vignae strain CCBAU 05176 contig22, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000020.1,586,NZ_JNNU01000020.1,Rhizobium vignae
875,"NZ_JNNU01000021.1 Rhizobium vignae strain CCBAU 05176 contig23, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000021.1,551,NZ_JNNU01000021.1,Rhizobium vignae
876,"NZ_JNNU01000022.1 Rhizobium vignae strain CCBAU 05176 contig24, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000022.1,37133,NZ_JNNU01000022.1,Rhizobium vignae
877,"NZ_JNNU01000023.1 Rhizobium vignae strain CCBAU 05176 contig25, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000023.1,85845,NZ_JNNU01000023.1,Rhizobium vignae
878,"NZ_JNNU01000024.1 Rhizobium vignae strain CCBAU 05176 contig26, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000024.1,81007,NZ_JNNU01000024.1,Rhizobium vignae
879,"NZ_JNNU01000025.1 Rhizobium vignae strain CCBAU 05176 contig27, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000025.1,80858,NZ_JNNU01000025.1,Rhizobium vignae
880,"NZ_JNNU01000026.1 Rhizobium vignae strain CCBAU 05176 contig28, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000026.1,72379,NZ_JNNU01000026.1,Rhizobium vignae
881,"NZ_JNNU01000027.1 Rhizobium vignae strain CCBAU 05176 contig29, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000027.1,71957,NZ_JNNU01000027.1,Rhizobium vignae
882,"NZ_JNNU01000028.1 Rhizobium vignae strain CCBAU 05176 contig30, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000028.1,69534,NZ_JNNU01000028.1,Rhizobium vignae
883,"NZ_JNNU01000029.1 Rhizobium vignae strain CCBAU 05176 contig31, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000029.1,59668,NZ_JNNU01000029.1,Rhizobium vignae
884,"NZ_JNNU01000030.1 Rhizobium vignae strain CCBAU 05176 contig32, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000030.1,1737,NZ_JNNU01000030.1,Rhizobium vignae
885,"NZ_JNNU01000031.1 Rhizobium vignae strain CCBAU 05176 contig33, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000031.1,59091,NZ_JNNU01000031.1,Rhizobium vignae
886,"NZ_JNNU01000032.1 Rhizobium vignae strain CCBAU 05176 contig34, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000032.1,56634,NZ_JNNU01000032.1,Rhizobium vignae
887,"NZ_JNNU01000033.1 Rhizobium vignae strain CCBAU 05176 contig35, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000033.1,39018,NZ_JNNU01000033.1,Rhizobium vignae
888,"NZ_JNNU01000034.1 Rhizobium vignae strain CCBAU 05176 contig36, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000034.1,37677,NZ_JNNU01000034.1,Rhizobium vignae
889,"NZ_JNNU01000035.1 Rhizobium vignae strain CCBAU 05176 contig37, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000035.1,37000,NZ_JNNU01000035.1,Rhizobium vignae
890,"NZ_JNNU01000036.1 Rhizobium vignae strain CCBAU 05176 contig38, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000036.1,32945,NZ_JNNU01000036.1,Rhizobium vignae
891,"NZ_JNNU01000037.1 Rhizobium vignae strain CCBAU 05176 contig40, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000037.1,27244,NZ_JNNU01000037.1,Rhizobium vignae
892,"NZ_JNNU01000038.1 Rhizobium vignae strain CCBAU 05176 contig41, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000038.1,20053,NZ_JNNU01000038.1,Rhizobium vignae
893,"NZ_JNNU01000039.1 Rhizobium vignae strain CCBAU 05176 contig42, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000039.1,18572,NZ_JNNU01000039.1,Rhizobium vignae
894,"NZ_JNNU01000040.1 Rhizobium vignae strain CCBAU 05176 contig43, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000040.1,17317,NZ_JNNU01000040.1,Rhizobium vignae
895,"NZ_JNNU01000041.1 Rhizobium vignae strain CCBAU 05176 contig44, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000041.1,16407,NZ_JNNU01000041.1,Rhizobium vignae
896,"NZ_JNNU01000042.1 Rhizobium vignae strain CCBAU 05176 contig45, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000042.1,15441,NZ_JNNU01000042.1,Rhizobium vignae
897,"NZ_JNNU01000043.1 Rhizobium vignae strain CCBAU 05176 contig46, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000043.1,11392,NZ_JNNU01000043.1,Rhizobium vignae
898,"NZ_JNNU01000044.1 Rhizobium vignae strain CCBAU 05176 contig47, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000044.1,8484,NZ_JNNU01000044.1,Rhizobium vignae
899,"NZ_JNNU01000045.1 Rhizobium vignae strain CCBAU 05176 contig48, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000045.1,7870,NZ_JNNU01000045.1,Rhizobium vignae
900,"NZ_JNNU01000046.1 Rhizobium vignae strain CCBAU 05176 contig49, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000046.1,6981,NZ_JNNU01000046.1,Rhizobium vignae
901,"NZ_JNNU01000047.1 Rhizobium vignae strain CCBAU 05176 contig51, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000047.1,5616,NZ_JNNU01000047.1,Rhizobium vignae
902,"NZ_JNNU01000048.1 Rhizobium vignae strain CCBAU 05176 contig54, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000048.1,831,NZ_JNNU01000048.1,Rhizobium vignae
903,"NZ_JNNU01000049.1 Rhizobium vignae strain CCBAU 05176 contig55, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000049.1,4350,NZ_JNNU01000049.1,Rhizobium vignae
904,"NZ_JNNU01000050.1 Rhizobium vignae strain CCBAU 05176 contig56, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000050.1,3992,NZ_JNNU01000050.1,Rhizobium vignae
905,"NZ_JNNU01000051.1 Rhizobium vignae strain CCBAU 05176 contig57, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000051.1,3488,NZ_JNNU01000051.1,Rhizobium vignae
906,"NZ_JNNU01000052.1 Rhizobium vignae strain CCBAU 05176 contig58, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000052.1,2945,NZ_JNNU01000052.1,Rhizobium vignae
907,"NZ_JNNU01000053.1 Rhizobium vignae strain CCBAU 05176 contig59, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000053.1,2784,NZ_JNNU01000053.1,Rhizobium vignae
908,"NZ_JNNU01000054.1 Rhizobium vignae strain CCBAU 05176 contig60, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000054.1,1963,NZ_JNNU01000054.1,Rhizobium vignae
909,"NZ_JNNU01000055.1 Rhizobium vignae strain CCBAU 05176 contig61, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000055.1,1861,NZ_JNNU01000055.1,Rhizobium vignae
910,"NZ_JNNU01000056.1 Rhizobium vignae strain CCBAU 05176 contig62, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000056.1,1755,NZ_JNNU01000056.1,Rhizobium vignae
911,"NZ_JNNU01000057.1 Rhizobium vignae strain CCBAU 05176 contig63, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000057.1,1523,NZ_JNNU01000057.1,Rhizobium vignae
912,"NZ_JNNU01000058.1 Rhizobium vignae strain CCBAU 05176 contig64, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000058.1,1355,NZ_JNNU01000058.1,Rhizobium vignae
913,"NZ_JNNU01000059.1 Rhizobium vignae strain CCBAU 05176 contig65, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000059.1,1334,NZ_JNNU01000059.1,Rhizobium vignae
914,"NZ_JNNU01000060.1 Rhizobium vignae strain CCBAU 05176 contig66, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000060.1,1177,NZ_JNNU01000060.1,Rhizobium vignae
915,"NZ_JNNU01000061.1 Rhizobium vignae strain CCBAU 05176 contig67, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000061.1,1163,NZ_JNNU01000061.1,Rhizobium vignae
916,"NZ_JNNU01000062.1 Rhizobium vignae strain CCBAU 05176 contig68, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000062.1,1134,NZ_JNNU01000062.1,Rhizobium vignae
917,"NZ_JNNU01000063.1 Rhizobium vignae strain CCBAU 05176 contig69, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000063.1,1004,NZ_JNNU01000063.1,Rhizobium vignae
918,"NZ_JNNU01000064.1 Rhizobium vignae strain CCBAU 05176 contig70, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000064.1,935,NZ_JNNU01000064.1,Rhizobium vignae
919,"NZ_JNNU01000065.1 Rhizobium vignae strain CCBAU 05176 contig71, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000065.1,909,NZ_JNNU01000065.1,Rhizobium vignae
920,"NZ_JNNU01000066.1 Rhizobium vignae strain CCBAU 05176 contig72, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000066.1,841,NZ_JNNU01000066.1,Rhizobium vignae
921,"NZ_JNNU01000067.1 Rhizobium vignae strain CCBAU 05176 contig73, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000067.1,768,NZ_JNNU01000067.1,Rhizobium vignae
922,"NZ_JNNU01000068.1 Rhizobium vignae strain CCBAU 05176 contig75, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000068.1,551,NZ_JNNU01000068.1,Rhizobium vignae
923,"NZ_JNNU01000069.1 Rhizobium vignae strain CCBAU 05176 contig77, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000069.1,470,NZ_JNNU01000069.1,Rhizobium vignae
924,"NZ_JNNU01000070.1 Rhizobium vignae strain CCBAU 05176 contig78, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000070.1,619,NZ_JNNU01000070.1,Rhizobium vignae
925,"NZ_JNNU01000071.1 Rhizobium vignae strain CCBAU 05176 contig79, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000071.1,616,NZ_JNNU01000071.1,Rhizobium vignae
926,"NZ_JNNU01000072.1 Rhizobium vignae strain CCBAU 05176 contig80, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000072.1,553,NZ_JNNU01000072.1,Rhizobium vignae
927,"NZ_JNNU01000073.1 Rhizobium vignae strain CCBAU 05176 contig81, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000073.1,490,NZ_JNNU01000073.1,Rhizobium vignae
928,"NZ_JNNU01000074.1 Rhizobium vignae strain CCBAU 05176 contig82, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000074.1,489,NZ_JNNU01000074.1,Rhizobium vignae
929,"NZ_JNNU01000075.1 Rhizobium vignae strain CCBAU 05176 contig85, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000075.1,478,NZ_JNNU01000075.1,Rhizobium vignae
930,"NZ_JNNU01000076.1 Rhizobium vignae strain CCBAU 05176 contig86, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000076.1,474,NZ_JNNU01000076.1,Rhizobium vignae
931,"NZ_JNNU01000077.1 Rhizobium vignae strain CCBAU 05176 contig87, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000077.1,217,NZ_JNNU01000077.1,Rhizobium vignae
932,"NZ_JNNU01000078.1 Rhizobium vignae strain CCBAU 05176 contig89, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000078.1,435,NZ_JNNU01000078.1,Rhizobium vignae
933,"NZ_JNNU01000079.1 Rhizobium vignae strain CCBAU 05176 contig90, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000079.1,424,NZ_JNNU01000079.1,Rhizobium vignae
934,"NZ_JNNU01000080.1 Rhizobium vignae strain CCBAU 05176 contig91, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000080.1,352,NZ_JNNU01000080.1,Rhizobium vignae
935,"NZ_JNNU01000081.1 Rhizobium vignae strain CCBAU 05176 contig93, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000081.1,421,NZ_JNNU01000081.1,Rhizobium vignae
936,"NZ_JNNU01000082.1 Rhizobium vignae strain CCBAU 05176 contig96, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000082.1,378,NZ_JNNU01000082.1,Rhizobium vignae
937,"NZ_JNNU01000083.1 Rhizobium vignae strain CCBAU 05176 contig97, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000083.1,344,NZ_JNNU01000083.1,Rhizobium vignae
938,"NZ_JNNU01000084.1 Rhizobium vignae strain CCBAU 05176 contig98, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/valid/GCF_000732195.1_ASM73219v1_genomic.fna,NZ_JNNU01000084.1,319,NZ_JNNU01000084.1,Rhizobium vignae
939,"NC_007606.1 Shigella dysenteriae Sd197 chromosome, complete genome",/data/genomes/GenSeq_fastas/valid/GCF_000012005.1_ASM1200v1_genomic.fna,NC_007606.1,4369232,NC_007606.1,Shigella dysenteriae
940,"NZ_FQXZ01000077.1 Vibrio aerogenes CECT 7868, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/test/GCF_900130105.1_Vibrio.aerogenes_CECT_7868_Velvet_Prokka_genomic.fna,NZ_FQXZ01000077.1,3323,NZ_FQXZ01000077.1,Vibrio aerogenes
941,"NZ_FQXZ01000076.1 Vibrio aerogenes CECT 7868, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/test/GCF_900130105.1_Vibrio.aerogenes_CECT_7868_Velvet_Prokka_genomic.fna,NZ_FQXZ01000076.1,752,NZ_FQXZ01000076.1,Vibrio aerogenes
942,"NZ_FQXZ01000073.1 Vibrio aerogenes CECT 7868, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/test/GCF_900130105.1_Vibrio.aerogenes_CECT_7868_Velvet_Prokka_genomic.fna,NZ_FQXZ01000073.1,735,NZ_FQXZ01000073.1,Vibrio aerogenes
943,"NZ_FQXZ01000071.1 Vibrio aerogenes CECT 7868, whole genome shotgun sequence",/data/genomes/GenSeq_fastas/test/GCF_900130105.1_Vibrio.aerogenes_CECT_7868_Velvet_Prokka_genomic.fna,NZ_FQXZ01000071.1,2512,NZ_FQXZ01000071.1,Vibrio aerogenes
